uuid	hubmap_id	status	is_protected	data_type	group_name	number_of_uuids
02e13b9b3cdc939cca397c42c2981dd1	HBM362.DLZS.564	Published	False	AF	Vanderbilt TMC	
46ed471a6b4ad5b97817ff2c26ef6ddd	HBM873.FRQB.759	Published	False	AF	Vanderbilt TMC	
57299edf509b218aa9b4c4a2e1d979bd	HBM535.QCJS.935	Published	False	AF	Vanderbilt TMC	
109162ed40ede274202eab96bf640fa4	HBM739.JSGQ.673	Published	False	AF	Vanderbilt TMC	
6a037ddcb811f77f726b9f78e5d369a2	HBM969.JXDC.887	Published	False	AF	Vanderbilt TMC	
5eb7d04d71566c53dfc9eb1c7346c68d	HBM882.DMQM.597	Published	False	AF	Vanderbilt TMC	
f54b458ca42f7112d0e0751c9ba41492	HBM298.JRGF.528	Published	False	AF	Vanderbilt TMC	
0a6f5c1afbcc31622eb34daf88c2c016	HBM529.NGCG.277	Published	False	AF	Vanderbilt TMC	
2d6c51fbd0916109550a708d485903b7	HBM659.BRHQ.223	Published	False	AF	Vanderbilt TMC	
9a519955a24cc30b7184177a5a89cecb	HBM947.CJRK.822	Published	False	AF	Vanderbilt TMC	
b529b1c59c2b8aa232105d3f8fe31c35	HBM887.KLQQ.878	Published	False	AF	Vanderbilt TMC	
d3e05111d84be552b98f5fe2b18e3054	HBM953.NRFF.685	Published	False	AF	Vanderbilt TMC	
3f42c9ebe348f7aca2419ce95f40ab79	HBM475.ZQFV.863	Published	False	AF	Vanderbilt TMC	
9ed95f2cf5c1b1a6af6250085d1aaf4a	HBM653.VSMF.765	Published	False	AF	Vanderbilt TMC	
2f9e91ff774243ef11d148a2bf7a6822	HBM268.FSPK.489	Published	False	AF	Vanderbilt TMC	
2bc6713576dda7c7e6378aec38df437d	HBM447.NXPZ.263	Published	False	AF	Vanderbilt TMC	
dc289471333309925e46ceb9bafafaf4	HBM279.SSXF.866	Published	False	AF	Vanderbilt TMC	
54ef9a03bc7abbedc60a261bf49e1119	HBM455.XGQZ.542	Published	False	AF	Vanderbilt TMC	
1dd9a68210ef57c390f90b06851877a4	HBM539.LXFQ.933	Published	False	AF	Vanderbilt TMC	
dbf8d98f22c3579d1dd3dfb9931cf714	HBM835.KPRS.372	Published	False	AF	Vanderbilt TMC	
9ba91ddddfb2be8f06fd11230da0bbb3	HBM653.KWZV.652	Published	False	AF	Vanderbilt TMC	
8b347e7307c4e76f0ce20700ac77d38d	HBM746.LMBD.255	Published	False	AF	Vanderbilt TMC	
4c04a73e87f0b5deb00d88d4cb20095d	HBM284.PMDZ.547	Published	False	AF	Vanderbilt TMC	
bf6ec5a47c32f43b6d01ea58fa4723ca	HBM788.QPJT.262	Published	False	AF	Vanderbilt TMC	
ac616d7b9149d279b29a5df3472486ac	HBM457.RCGR.399	Published	False	AF	Vanderbilt TMC	
584620d30b86098ece9b96edb407c786	HBM666.RKRD.836	Published	False	AF	Vanderbilt TMC	
7ede2efa49ae0dc50c9cb8afb276ebe4	HBM287.DWFS.254	Published	False	AF	Vanderbilt TMC	
8122e6bbb32d0561eade1136d320a561	HBM426.XXCX.729	Published	False	AF	Vanderbilt TMC	
a11fe9d14122d4254acfefc9bf9faae4	HBM592.JQRJ.946	Published	False	AF	Vanderbilt TMC	
38ba22b0a2bdace0d0dd7504cbe15aae	HBM632.MXJF.562	Published	False	AF	Vanderbilt TMC	
1accbd367bac01690a733c77460371a7	HBM372.RSXT.622	Published	False	AF	Vanderbilt TMC	
7aa0816fc26641fb86fe9a2e89a22625	HBM644.MDVT.295	Published	False	AF	Vanderbilt TMC	
379ec1e6f7f0633a62997136db2854a7	HBM974.JDVS.328	Published	False	AF	Vanderbilt TMC	
620e742ae8401461013804e8abf1a56a	HBM975.DJNJ.667	Published	True	ATACseq-bulk	Stanford TMC	
c2778cdd0a18e6f1ca755cbf65511aed	HBM733.SLXV.683	Published	True	ATACseq-bulk	Stanford TMC	
34d3a6eeb06ddc1681c788113e66d52d	HBM473.HNPK.434	Published	True	ATACseq-bulk	Stanford TMC	
4a69340c702774210d5452a6ae80f3c7	HBM782.XQRG.998	Published	True	ATACseq-bulk	Stanford TMC	
db0dc651c8b2a430a81b5c30d6fb6f7b	HBM726.DDNW.235	Published	True	ATACseq-bulk	Stanford TMC	
e7f28c44029ada6b1431354afeac61ff	HBM379.MLVH.522	Published	True	ATACseq-bulk	Stanford TMC	
4e1da648c2a1451edba33d991dc163ab	HBM563.PTWZ.467	Published	True	ATACseq-bulk	Stanford TMC	
bca3d31804ecc8be096d0b7691419335	HBM688.DRXP.369	Published	True	ATACseq-bulk	Stanford TMC	
2b953ab8e97583a74944238af28b55cc	HBM875.LBGV.674	Published	True	ATACseq-bulk	Stanford TMC	
805f8a7aa537be9024685d065136e619	HBM638.SQBD.338	Published	True	ATACseq-bulk	Stanford TMC	
3ce5e603c9f6187b2c8f16340924355d	HBM366.TWHT.638	Published	True	ATACseq-bulk	Stanford TMC	
56cd9eb9f27564c34bfe4eb843d9b969	HBM723.SFNS.898	Published	True	ATACseq-bulk	Stanford TMC	
ac1a2b21f3b25950bf340280a59b6ad4	HBM666.QBKB.629	Published	True	ATACseq-bulk	Stanford TMC	
dd353ca9ffc1ea3a6252c474363c7486	HBM323.JGNJ.947	Published	True	ATACseq-bulk	Stanford TMC	
2cab54a6f67dcab243e86053f83b3690	HBM283.XXQN.824	Published	True	ATACseq-bulk	Stanford TMC	
392ef2593e8cfcc9b1431a2614de3dbf	HBM422.GKTR.735	Published	True	ATACseq-bulk	Stanford TMC	
ec85791b4b73e76bf32bb40bad60fb50	HBM494.XDQW.356	Published	False	cell-dive	General Electric RTI	
c8c9873c9041b3bc3b75fb71f887e1c0	HBM674.XQFQ.364	Published	False	cell-dive	General Electric RTI	
fa238ec2a83302fb4af92442c3683a23	HBM975.FVCG.922	Published	False	cell-dive	General Electric RTI	
72b0dc83701c045d954b457baed40697	HBM747.SPWK.779	Published	False	cell-dive	General Electric RTI	
060dfa0fdf2b840864f62d2cd1a7a456	HBM732.FZVZ.656	Published	False	cell-dive	General Electric RTI	
59f249caa2fe225f030205c2abd86051	HBM398.NCVN.256	Published	False	cell-dive	General Electric RTI	
0ca0721ae67b78b5eed7c0ef20dc6ac1	HBM746.VTDZ.959	Published	False	cell-dive	General Electric RTI	
6c75548f017fe5891f2ddc91566565f0	HBM592.JGSQ.253	Published	False	cell-dive	General Electric RTI	
ce30489adeb0c18b028055b8b60707ca	HBM238.ZKPC.934	Published	False	cell-dive	General Electric RTI	
215f1050fc286dcc579edfd9c2494de1	HBM666.JCGS.862	Published	False	cell-dive	General Electric RTI	
c66552ff89678bf21e32e78d3f012a5c	HBM867.NMXL.794	Published	False	cell-dive	General Electric RTI	
65e850415322baad58626e3a228478dc	HBM875.SBHJ.939	Published	False	cell-dive	General Electric RTI	
8dd0ef5cafa3541cf9f0661db64662b7	HBM588.FHDS.363	Published	False	CODEX	University of Florida TMC	
a6ccc344f88a164766d1251053173009	HBM869.VZJM.366	Published	False	CODEX	University of Florida TMC	
0dc91e6484430c2db25b6765dd6aa565	HBM573.VSJK.526	Published	False	CODEX	University of Florida TMC	
afbd95090454842570908a76c80d1266	HBM548.TSMP.663	Published	False	CODEX	University of Florida TMC	
59f7fa785f9dbd46f45758e22454e912	HBM964.FPNH.767	Published	False	CODEX	Stanford TMC	
3de2804ec3219228758dba8382d33423	HBM825.PBVN.284	Published	False	CODEX	University of Florida TMC	
11b4f413984624557c2b1a4566b0d71a	HBM945.FSHR.864	Published	False	CODEX	Stanford TMC	
0a22e0b91026c2164b238ff0e735077b	HBM283.GNGR.785	Published	False	CODEX	University of Florida TMC	
5b8a17e92defe510fa91b3a97a728831	HBM462.JKCN.863	Published	False	CODEX	Stanford TMC	
4514230f7473a496201a4e45c4ff9568	HBM376.QCCJ.269	Published	False	CODEX	University of Florida TMC	
26191c2719339be0c3fa6dc8a7ba3550	HBM988.SNDW.698	Published	False	CODEX	Stanford TMC	
5dfaf57521ad6aa97aa64d8aba1f9d32	HBM597.QSZV.956	Published	False	CODEX	University of Florida TMC	
52ef1c33a11494b43d8979e0e6057caa	HBM683.NRPR.962	Published	False	CODEX	Stanford TMC	
efeae1a9895b88a4ccdbfa35dc98fdf2	HBM968.CJLB.479	Published	False	CODEX	University of Florida TMC	
4c0479bd703d8be3c2834dd1b6773b4c	HBM355.JDLK.244	Published	False	CODEX	University of Florida TMC	
ceeb65e769fd592cbc9caad267cbe4fe	HBM443.LGZK.435	Published	False	CODEX	Stanford TMC	
f0b1b074ed23ed654fcc41dc831080c5	HBM979.JTRM.429	Published	False	CODEX	University of Florida TMC	
077f7862f6306055899374c7807a30c3	HBM279.TQRS.775	Published	False	CODEX	University of Florida TMC	
4df8eb42549d6954d0b98b18cb92d9b6	HBM492.LXSS.627	Published	False	CODEX	University of Florida TMC	
f86b9efc87074bf03cd53932d8f1e76f	HBM288.XSQZ.633	Published	False	CODEX	University of Florida TMC	
62cf328e12477c27a6e47f936eb7324e	HBM747.CQKL.785	Published	False	CODEX	University of Florida TMC	
af721c3938f621be2222df891f2e2a37	HBM769.NBQL.534	Published	False	CODEX	University of Florida TMC	
00d1a3623dac388773bc7780fcb42797	HBM556.KSFB.592	Published	False	CODEX	University of Florida TMC	
654418415bed5ecb9596b17a0320a2c6	HBM568.NGPL.345	Published	False	CODEX	University of Florida TMC	
827794b6592c5370801b97de0d9e2e4b	HBM654.KTJK.968	Published	False	CODEX	University of Florida TMC	
cf85bc1516f68195c899e287a9cd678b	HBM866.TGNJ.847	Published	False	CODEX	University of Florida TMC	
1c33472c68c4fb40f531b39bf6310f2d	HBM834.ZFVJ.978	Published	False	CODEX	University of Florida TMC	
c3220fc4c60650b8a4bcbd35496a1c45	HBM457.JZFF.434	Published	False	CODEX	University of Florida TMC	
f9bb196bf1fe395b635731dbf523c6fa	HBM724.PJNC.827	Published	False	CODEX	University of Florida TMC	
699e1e0966bf3bc53e8a114eff9c75d0	HBM739.HCWP.359	Published	False	CODEX	Stanford TMC	
ec8f9880b5dda90c3c6017ba670097a9	HBM424.STVV.842	Published	False	CODEX	Stanford TMC	
053544cd63125fc25f6a71a8f444bafc	HBM757.VHCK.858	Published	False	CODEX	University of Florida TMC	
8ed33ab3d0bf77d7a955865c6949cb1c	HBM355.CZJX.599	Published	False	CODEX	University of Florida TMC	
d73a864f5ad6bdffdf148f43423e2a01	HBM772.XXCD.697	Published	False	CODEX	University of Florida TMC	
bec226690f40f11d0516487ba4ad289f	HBM374.DMXZ.352	Published	False	CODEX	University of Florida TMC	
2b57ac6fea7aa96d26d2685a297a4e7a	HBM342.FSLD.938	Published	False	CODEX	University of Florida TMC	
c95d9373d698faf60a66ffdc27499fe1	HBM754.WKLP.262	Published	False	CODEX	University of Florida TMC	
e69fb303e035192a0ee38a34e4b25024	HBM575.MTPD.997	Published	False	CODEX	University of Florida TMC	
3a4fb23a49fba2647dba2b8f57976d25	HBM666.RBCG.529	Published	False	CODEX	Stanford TMC	
a71a75ea60d91e89675b04c1728a5a48	HBM498.TCSV.345	Published	False	CODEX	University of Florida TMC	
98d54824c0eb9843865dfc3a53b4cff4	HBM334.QWFV.953	Published	False	CODEX	Stanford TMC	
3d14dcc3d7c3e0cd339c9366e34b37c7	HBM543.RSRV.265	Published	False	CODEX	University of Florida TMC	
153b0fe8575ff1a17768319ba6dbaa5c	HBM439.WJDV.974	Published	False	CODEX	Stanford TMC	
745514468a9ab6779a4c879e01ac8df2	HBM882.DBTR.869	Published	False	CODEX	University of Florida TMC	
5afac98d9f449f2169b505179dd96f0e	HBM394.VSKR.883	Published	False	CODEX	Stanford TMC	
5dcd80f33dd59321055f621791918516	HBM899.KTQM.246	Published	False	CODEX	Stanford TMC	
a0946b9a99b0940c5e9eb7587deafee5	HBM792.FFJT.499	Published	False	CODEX	Stanford TMC	
61e800af49715fa70ec90a7c53f3c389	HBM622.STKS.394	Published	False	CODEX	Stanford TMC	
61b3818a8c762a5708b275a714360608	HBM466.XSKL.867	Published	False	CODEX	Stanford TMC	
8704f735f701691de8ba8f88ebf01a77	HBM785.FJVT.469	Published	False	CODEX	Stanford TMC	
3f3fc7fbd6c9ddffd3cd96e07b946252	HBM438.JXJW.249	Published	False	CODEX	Stanford TMC	
c5334b682758b141c481f87ae010b537	HBM938.KMNW.825	Published	False	CODEX	Stanford TMC	
b7a2c05fdd9ddd0c83c9786ede98a24e	HBM558.SRZG.629	Published	False	CODEX	University of Florida TMC	
aedc30c204870180673b6ece299f2eb1	HBM244.TJLK.223	Published	False	CODEX	University of Florida TMC	
e0ba24d0c4dab528e46aab3f67a1aae8	HBM987.XGTH.368	Published	False	CODEX	University of Florida TMC	
4a4c3947a7590031d1ff405557354fdb	HBM647.MFQB.496	Published	False	CODEX	University of Florida TMC	
40b8449d2e4edbf2168dfadaefd0ffe4	HBM727.DMKG.675	Published	False	CODEX	Stanford TMC	
4887c97a8f862dfd0927fca83772da67	HBM729.XTBN.693	Published	False	CODEX	Stanford TMC	
2c3540e2b1040c06612698d80ecab56a	HBM427.SMGB.866	Published	False	CODEX	University of Florida TMC	
65f12a80f54438ea3bf5c7200ecd70a3	HBM277.GJFC.833	Published	False	CODEX	University of Florida TMC	
d36df353338a4a450f2282c65218f16c	HBM633.CLVN.674	Published	False	CODEX	University of Florida TMC	
5c5ac37add144e8a9707d2cd7791e694	HBM342.JTKN.834	Published	False	CODEX	University of Florida TMC	
e3aa11ba0218456e2cc9302f6b1d9d1c	HBM623.TSMG.452	Published	False	CODEX	University of Florida TMC	
97a405eff9cb4cf14481e5c436b00f47	HBM957.JXKN.887	Published	False	CODEX	University of Florida TMC	
35ffbad7d81bcc0c3ebf298406e3e712	HBM798.MXFT.837	Published	False	CODEX	University of Florida TMC	
636f55adb5b346fc8f576c5b1ccbfc7d	HBM746.ZTBR.275	Published	False	CODEX	University of Florida TMC	
022de6ee7fca8a916961a5c6330eedf9	HBM483.KDBW.482	Published	False	CODEX	University of Florida TMC	
f1da42ceecf7aee4022a656c45566c18	HBM433.MQRQ.278	Published	False	CODEX	Stanford TMC	
262419be2d6fc1fbbbdcbf9645d7b11a	HBM953.KMTG.758	Published	False	CODEX	Stanford TMC	
2958cd11dad5ee8bcf7bf8d4b3e4a128	HBM429.LLRT.546	Published	False	CODEX	Stanford TMC	
98c1bc0a44802108a6dcf8ce281628a7	HBM742.NHHQ.357	Published	False	CODEX	Stanford TMC	
133bc98251c8b80923f550ea2678380e	HBM893.MCGS.487	Published	False	CODEX	Stanford TMC	
bdcaa8d710bfb837dc2982c1cc4f67c8	HBM426.LLTT.655	Published	False	CODEX	University of Florida TMC	
901aef56094cf599981d8144f07602f9	HBM892.HBJW.994	Published	False	CODEX	University of Florida TMC	
e21e76dbfcf94f3de679a284c8aa9bd1	HBM339.XXWC.842	Published	False	CODEX	University of Florida TMC	
4852fecbbb3fe8fd8a4b897f26941dd9	HBM523.ZFKM.398	Published	False	CODEX	University of Florida TMC	
1aea5d37b6bef49653515595f228c545	HBM996.MDQH.988	Published	False	CODEX	Stanford TMC	
75edcda4f3ff5bef72383d5d082438c2	HBM432.LLCF.677	Published	False	CODEX	University of Florida TMC	
a8fe9587a1e754cf84aeda3f9177224e	HBM659.XHFH.996	Published	False	CODEX	University of Florida TMC	
776bd778f20409d8ce2dd8f5bf5789ae	HBM246.VPVL.879	Published	False	CODEX	University of Florida TMC	
03043e079260d180099579045f16cd53	HBM267.BZKT.867	Published	False	CODEX	University of Florida TMC	
f0c58e670ceb445e6ab02c6a20c83aee	HBM337.FSXL.564	Published	False	CODEX	University of Florida TMC	
98e2fdb35dfa5f1e2f3371cad9d05a83	HBM374.LLKS.325	Published	False	CODEX	University of Florida TMC	
0daec302e2745287b29948a8c8c30cf1	HBM934.KLGL.584	Published	False	CODEX	Stanford TMC	
cacbcb64aa8d9e3160a4ff6600df081a	HBM687.CWVH.758	Published	False	CODEX	University of Florida TMC	
e6fd525b837f4cf736c8af830f4f750f	HBM575.THQM.284	Published	False	CODEX	Stanford TMC	
9f5dd6565b429d63417bef01f972629b	HBM958.GGVQ.546	Published	False	CODEX	University of Florida TMC	
1393ff7729eff13cd2f4d5d58af96fdb	HBM389.PKHL.936	Published	False	CODEX	University of Florida TMC	
7b8380782bc3f9ba8dca693909477b66	HBM845.VMSZ.536	Published	False	CODEX	Stanford TMC	
3480cd404d4bacd7bb8d21be8de12c6c	HBM353.NZVQ.793	Published	False	CODEX	Stanford TMC	
fb71322290f359a730b709e2c58f8897	HBM676.QVGZ.455	Published	False	CODEX	Stanford TMC	
a9d4471b41cd0d8185e12dd6c5a48e96	HBM284.SBPR.357	Published	False	CODEX	Stanford TMC	
1ef4a756160bd478823f7f400c3d3709	HBM687.SJLD.889	Published	False	CODEX	Stanford TMC	
d3130f4a89946cc6b300b115a3120b7a	HBM459.CGSD.533	Published	False	IMC3D	University of Florida TMC	
cd880c54e0095bad5200397588eccf81	HBM778.VHHR.349	Published	False	IMC3D	University of Florida TMC	
a296c763352828159f3adfa495becf3e	HBM387.XZWR.467	Published	False	IMC3D	University of Florida TMC	
298caad597d4a9eaaa3edbc89d79db82	HBM675.SDNC.963	Published	False	Lightsheet	University of Florida TMC	
b6eba6afe660a8a85c2648e368b0cf9f	HBM384.XMBW.725	Published	False	Lightsheet	University of Florida TMC	
073cad035ce246a0134e2214569adde9	HBM423.JZTB.864	Published	False	Lightsheet	University of Florida TMC	
2ece1b8974483e14046fad953b35fedd	HBM639.BNFL.487	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
f1fc56fe8e39a9c05328d905d1c4498e	HBM652.VGTN.936	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
598e80e7888712571caed6488c191302	HBM857.CTKH.498	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
5753250650d5e5a4621e511594f93696	HBM983.DBTL.373	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
b99153a1b16f28dd9ed12bc596795261	HBM832.RVND.293	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
cc856ea20548c887719abbac9a33a702	HBM877.RCLN.985	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
3ade70d66d10ed1d30fe005f672b2abf	HBM286.FJBP.622	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
d9e3c80a32567cde9b61e38ce8693559	HBM556.VXGQ.987	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
32b778c55269d2f7d4c650316cee7815	HBM846.HKTX.428	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
9d357d4bae9580895130bf0cd30fb99d	HBM295.NGXZ.259	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
1e995c94f5e0affd76af014834a3c3a0	HBM437.KLJN.636	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
a1e1e169777c00084b3d46325561f374	HBM594.SMLK.545	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
b6bbc59cb234d6b15deda7356567c3fb	HBM768.DPRS.958	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
60ed8e03152b51d5d9c8fc04e20fa5e3	HBM253.WVWH.754	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
6e7ba37ff1f480f2bfa8c5d29df2a3c1	HBM525.DLPN.575	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
d4fae29feb0215a11b6e4d3072107e09	HBM889.NSRP.924	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
1d1a8376b558398588f92688314f23c5	HBM739.JKQC.464	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
6aa9b45e2fe555a72335e21837334c52	HBM584.QJGL.379	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
6561d1c623a06c49ed5ecd68cb28cd15	HBM394.SCHF.437	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
91890e05edbd0a767092e10502b3ea99	HBM738.KFNZ.872	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
66175ea4190378474b7d73c49c470b9f	HBM565.CBJS.354	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
56b00177fa2bbd091a10dae8d57c9539	HBM853.XDCQ.953	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
8eccc1162147c6c240de384cffd1bcf4	HBM297.VSWF.562	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
3bb0a1651d75a53e69019812acd9d1a0	HBM544.SCBX.327	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
146063814f6bd2b6546e950d0ca5f8c3	HBM645.ZQSN.258	Published	False	MALDI-IMS-neg	Vanderbilt TMC	
6e95d91da2870ffc0a473c23038fc5e1	HBM446.GCXM.753	Published	False	MALDI-IMS-pos	Vanderbilt TMC	
7eef1634020f429f9855ff319ff0c65e	HBM362.PTQJ.743	Published	False	PAS	Vanderbilt TMC	
058f837db913d4c3d0854eb2229c2695	HBM958.GHFM.676	Published	False	PAS	Vanderbilt TMC	
bb820445c6d02c53ecc7ff6e98681742	HBM649.XFQG.775	Published	False	PAS	Vanderbilt TMC	
56416e5ba064fef6e3cffc6fb3f47eb7	HBM296.RLWW.755	Published	False	PAS	Vanderbilt TMC	
9472427491eb889f5884175a8a0d59bf	HBM344.LLLV.539	Published	False	PAS	Vanderbilt TMC	
8da53b8ece9625d5a5c00f8555f67d31	HBM324.MKTZ.248	Published	False	PAS	Vanderbilt TMC	
7afaa263c0c928094459c597940e0351	HBM673.JJRZ.435	Published	False	PAS	Vanderbilt TMC	
8adc3c31ca84ec4b958ed20a7c4f4919	HBM875.QHDJ.259	Published	False	PAS	Vanderbilt TMC	
664b8227e17ee2a35a504dd8c19c2531	HBM836.VTFP.364	Published	False	PAS	Vanderbilt TMC	
0d1f7b2917325a7778ffecacb7ddba6f	HBM325.RVSR.229	Published	False	PAS	Vanderbilt TMC	
3d2c9295c0e05f4d81d23ee95e9dad23	HBM623.RPMC.638	Published	False	PAS	Vanderbilt TMC	
751d7b4638d6bfe51756669a4f192c00	HBM636.ZPTS.368	Published	False	PAS	Vanderbilt TMC	
7810dadcb43b35ef9de6378f3d53b532	HBM389.MBWW.346	Published	False	PAS	Vanderbilt TMC	
46bab56124c61f7a66c50c3cde0aa596	HBM636.GVWP.354	Published	False	PAS	Vanderbilt TMC	
d63f77a8a5b4c23a328f526517a52ff9	HBM984.PMZN.942	Published	False	PAS	Vanderbilt TMC	
9eb457ab0141f7ba734e337917a9bde9	HBM783.GDKK.879	Published	False	PAS	Vanderbilt TMC	
8690897fced9931da34d66d669c1d698	HBM627.RSGW.898	Published	False	PAS	Vanderbilt TMC	
36c3a6eb7a731478caee82c14d2cbe2a	HBM484.RDZR.494	Published	False	PAS	Vanderbilt TMC	
7aed690c306ad4a8e08b7ec794e3a304	HBM879.CDHB.995	Published	False	PAS	Vanderbilt TMC	
13f68db2ce711221e402e6af2d8cad45	HBM463.JRTB.582	Published	False	PAS	Vanderbilt TMC	
